complaint_id_1,complaint_id_2,text_1,text_2,category,similarity_score,is_known_dup
CMP2040,CMP2031,I am writing to complain about the following issue. ATM dispensed less cash than...,I am writing to complain about the following issue. ATM dispensed less cash than...,ATM / Debit Card,1.0,False
CMP2046,CMP2046,Debit card tokenization is not working on e-commerce websites. I cannot make any...,Debit card tokenization is not working on e-commerce websites. I cannot make any...,ATM / Debit Card,1.0,False
CMP2046,CMP2052,Debit card tokenization is not working on e-commerce websites. I cannot make any...,Debit card tokenization is not working on e-commerce websites. I cannot make any...,ATM / Debit Card,1.0,False
CMP2046,CMP2043,Debit card tokenization is not working on e-commerce websites. I cannot make any...,Debit card tokenization is not working on e-commerce websites. I cannot make any...,ATM / Debit Card,1.0,False
CMP2110,CMP2101,I am writing to complain about the following issue. I visited the branch 4 times...,I am writing to complain about the following issue. I visited the branch 4 times...,Customer Service,1.0,False
CMP2202,CMP2202,I am writing to complain about the following issue. Net banking is not working o...,I am writing to complain about the following issue. Net banking is not working o...,Internet Banking,1.0,False
CMP2274,CMP2274,My gold loan is due for renewal but the branch is not responding to my renewal r...,My gold loan is due for renewal but the branch is not responding to my renewal r...,Loan Services,1.0,False
CMP2274,CMP2268,My gold loan is due for renewal but the branch is not responding to my renewal r...,My gold loan is due for renewal but the branch is not responding to my renewal r...,Loan Services,1.0,False
CMP2290,CMP2290,Prepayment of loan not being accepted online. Being forced to visit branch which...,Prepayment of loan not being accepted online. Being forced to visit branch which...,Loan Services,1.0,False
CMP2359,CMP2356,I am writing to complain about the following issue. Recurring deposit account no...,I am writing to complain about the following issue. Recurring deposit account no...,Account Opening,1.0,False
CMP2149,CMP2146,I am writing to complain about the following issue. Transfer to my own account i...,I am writing to complain about the following issue. Transfer to my own account i...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2149,CMP2152,I am writing to complain about the following issue. Transfer to my own account i...,I am writing to complain about the following issue. Transfer to my own account i...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2166,CMP2160,I am writing to complain about the following issue. I sent money to wrong accoun...,I am writing to complain about the following issue. I sent money to wrong accoun...,Fund Transfer / NEFT / RTGS,1.0,False
CMP1076,CMP1076,Pre-approved loan offer shown in app disappeared when I tried to apply. Customer...,Pre-approved loan offer shown in app disappeared when I tried to apply. Customer...,Loan Services,1.0,False
CMP2093,CMP2096,I am writing to complain about the following issue. Credit card upgrade to plati...,I am writing to complain about the following issue. Credit card upgrade to plati...,Credit Card,1.0,False
CMP2236,CMP2233,I am writing to complain about the following issue. My mobile number update requ...,I am writing to complain about the following issue. My mobile number update requ...,KYC / Documentation,1.0,False
CMP2236,CMP2227,I am writing to complain about the following issue. My mobile number update requ...,I am writing to complain about the following issue. My mobile number update requ...,KYC / Documentation,1.0,False
CMP2054,CMP2048,I am writing to complain about the following issue. Debit card tokenization is n...,I am writing to complain about the following issue. Debit card tokenization is n...,ATM / Debit Card,1.0,False
CMP2054,CMP2051,I am writing to complain about the following issue. Debit card tokenization is n...,I am writing to complain about the following issue. Debit card tokenization is n...,ATM / Debit Card,1.0,False
CMP2348,CMP2339,I am writing to complain about the following issue. Aadhaar seeding with bank ac...,I am writing to complain about the following issue. Aadhaar seeding with bank ac...,Account Opening,1.0,False
CMP2348,CMP2342,I am writing to complain about the following issue. Aadhaar seeding with bank ac...,I am writing to complain about the following issue. Aadhaar seeding with bank ac...,Account Opening,1.0,False
CMP2348,CMP2345,I am writing to complain about the following issue. Aadhaar seeding with bank ac...,I am writing to complain about the following issue. Aadhaar seeding with bank ac...,Account Opening,1.0,False
CMP2101,CMP2107,I am writing to complain about the following issue. I visited the branch 4 times...,I am writing to complain about the following issue. I visited the branch 4 times...,Customer Service,1.0,False
CMP2101,CMP2104,I am writing to complain about the following issue. I visited the branch 4 times...,I am writing to complain about the following issue. I visited the branch 4 times...,Customer Service,1.0,False
CMP2227,CMP2233,I am writing to complain about the following issue. My mobile number update requ...,I am writing to complain about the following issue. My mobile number update requ...,KYC / Documentation,1.0,False
CMP2387,CMP2390,I am writing to complain about the following issue. FD amount was not renewed on...,I am writing to complain about the following issue. FD amount was not renewed on...,Fixed Deposit,1.0,False
CMP2296,CMP2302,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile Banking App,1.0,False
CMP1025,CMP9012,I have been calling the customer care number for the past 2 hours but the call k...,I have been calling the customer care number for the past 2 hours but the call k...,Customer Service,1.0,True
CMP2239,CMP2239,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,KYC / Documentation,1.0,False
CMP2239,CMP2251,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,KYC / Documentation,1.0,False
CMP2035,CMP2041,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM / Debit Card,1.0,False
CMP2035,CMP2038,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM / Debit Card,1.0,False
CMP2069,CMP2063,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2069,CMP2066,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2069,CMP2057,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2173,CMP2173,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2363,CMP2351,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2217,CMP2214,My net banking account was suspended without any intimation. I have not violated...,My net banking account was suspended without any intimation. I have not violated...,Internet Banking,1.0,False
CMP2217,CMP2220,My net banking account was suspended without any intimation. I have not violated...,My net banking account was suspended without any intimation. I have not violated...,Internet Banking,1.0,False
CMP2217,CMP2223,My net banking account was suspended without any intimation. I have not violated...,My net banking account was suspended without any intimation. I have not violated...,Internet Banking,1.0,False
CMP2359,CMP2362,I am writing to complain about the following issue. Recurring deposit account no...,I am writing to complain about the following issue. Recurring deposit account no...,Account Opening,1.0,False
CMP2060,CMP2066,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2060,CMP2057,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2134,CMP2134,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2134,CMP2131,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2134,CMP2140,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2127,CMP2127,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2200,CMP2200,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2200,CMP2206,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2384,CMP2384,I am writing to complain about the following issue. FD amount was not renewed on...,I am writing to complain about the following issue. FD amount was not renewed on...,Fixed Deposit,1.0,False
CMP2384,CMP2390,I am writing to complain about the following issue. FD amount was not renewed on...,I am writing to complain about the following issue. FD amount was not renewed on...,Fixed Deposit,1.0,False
CMP2282,CMP2282,Prepayment of loan not being accepted online. Being forced to visit branch which...,Prepayment of loan not being accepted online. Being forced to visit branch which...,Loan Services,1.0,False
CMP2282,CMP2285,Prepayment of loan not being accepted online. Being forced to visit branch which...,Prepayment of loan not being accepted online. Being forced to visit branch which...,Loan Services,1.0,False
CMP2052,CMP2043,Debit card tokenization is not working on e-commerce websites. I cannot make any...,Debit card tokenization is not working on e-commerce websites. I cannot make any...,ATM / Debit Card,1.0,False
CMP2052,CMP2049,Debit card tokenization is not working on e-commerce websites. I cannot make any...,Debit card tokenization is not working on e-commerce websites. I cannot make any...,ATM / Debit Card,1.0,False
CMP2387,CMP2387,I am writing to complain about the following issue. FD amount was not renewed on...,I am writing to complain about the following issue. FD amount was not renewed on...,Fixed Deposit,1.0,False
CMP2387,CMP2384,I am writing to complain about the following issue. FD amount was not renewed on...,I am writing to complain about the following issue. FD amount was not renewed on...,Fixed Deposit,1.0,False
CMP2024,CMP2015,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2024,CMP2021,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2155,CMP2155,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2098,CMP2086,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2098,CMP2095,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2355,CMP2355,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2355,CMP2358,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2071,CMP2077,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2071,CMP2080,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2071,CMP2083,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2073,CMP2073,I am writing to complain about the following issue. My credit card was not deliv...,I am writing to complain about the following issue. My credit card was not deliv...,Credit Card,1.0,False
CMP2073,CMP2082,I am writing to complain about the following issue. My credit card was not deliv...,I am writing to complain about the following issue. My credit card was not deliv...,Credit Card,1.0,False
CMP2254,CMP2254,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan Services,1.0,False
CMP2181,CMP2181,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2246,CMP2246,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,KYC / Documentation,1.0,False
CMP2060,CMP2063,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2354,CMP2360,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2354,CMP2351,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2354,CMP2357,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2216,CMP2216,I am writing to complain about the following issue. My net banking account was s...,I am writing to complain about the following issue. My net banking account was s...,Internet Banking,1.0,False
CMP2175,CMP2169,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2175,CMP2181,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2026,CMP2026,I am writing to complain about the following issue. I have not received my debit...,I am writing to complain about the following issue. I have not received my debit...,ATM / Debit Card,1.0,False
CMP2026,CMP2023,I am writing to complain about the following issue. I have not received my debit...,I am writing to complain about the following issue. I have not received my debit...,ATM / Debit Card,1.0,False
CMP2182,CMP2179,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2182,CMP2170,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2182,CMP2173,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP9022,CMP9022,Interest payout for monthly interest FD not received for last 2 months. No expla...,Interest payout for monthly interest FD not received for last 2 months. No expla...,Fixed Deposit,1.0,True
CMP2131,CMP2128,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2131,CMP2131,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2024,CMP2018,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2300,CMP2297,I am writing to complain about the following issue. Mobile app does not support ...,I am writing to complain about the following issue. Mobile app does not support ...,Mobile Banking App,1.0,False
CMP2237,CMP2237,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,KYC / Documentation,1.0,False
CMP2237,CMP2225,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,KYC / Documentation,1.0,False
CMP2196,CMP2190,I cannot view my account mini statement on net banking. The page gives a blank s...,I cannot view my account mini statement on net banking. The page gives a blank s...,Internet Banking,1.0,False
CMP2130,CMP2133,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2130,CMP2127,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2130,CMP2130,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2043,CMP2049,Debit card tokenization is not working on e-commerce websites. I cannot make any...,Debit card tokenization is not working on e-commerce websites. I cannot make any...,ATM / Debit Card,1.0,False
CMP2326,CMP2329,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile Banking App,1.0,False
CMP2096,CMP2090,I am writing to complain about the following issue. Credit card upgrade to plati...,I am writing to complain about the following issue. Credit card upgrade to plati...,Credit Card,1.0,False
CMP2096,CMP2087,I am writing to complain about the following issue. Credit card upgrade to plati...,I am writing to complain about the following issue. Credit card upgrade to plati...,Credit Card,1.0,False
CMP2146,CMP2146,I am writing to complain about the following issue. Transfer to my own account i...,I am writing to complain about the following issue. Transfer to my own account i...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2082,CMP2082,I am writing to complain about the following issue. My credit card was not deliv...,I am writing to complain about the following issue. My credit card was not deliv...,Credit Card,1.0,False
CMP2301,CMP2295,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile Banking App,1.0,False
CMP2289,CMP2289,I am writing to complain about the following issue. Prepayment of loan not being...,I am writing to complain about the following issue. Prepayment of loan not being...,Loan Services,1.0,False
CMP2289,CMP2286,I am writing to complain about the following issue. Prepayment of loan not being...,I am writing to complain about the following issue. Prepayment of loan not being...,Loan Services,1.0,False
CMP9006,CMP1098,Savings account opening at the branch took 3 hours due to staff being unprepared...,Savings account opening at the branch took 3 hours due to staff being unprepared...,Account Opening,1.0,False
CMP2229,CMP2232,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,KYC / Documentation,1.0,False
CMP2229,CMP2235,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,KYC / Documentation,1.0,False
CMP2048,CMP2048,I am writing to complain about the following issue. Debit card tokenization is n...,I am writing to complain about the following issue. Debit card tokenization is n...,ATM / Debit Card,1.0,False
CMP2075,CMP2081,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2075,CMP2078,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2075,CMP2084,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2065,CMP2068,I am writing to complain about the following issue. Credit card minimum due amou...,I am writing to complain about the following issue. Credit card minimum due amou...,Credit Card,1.0,False
CMP2065,CMP2059,I am writing to complain about the following issue. Credit card minimum due amou...,I am writing to complain about the following issue. Credit card minimum due amou...,Credit Card,1.0,False
CMP2065,CMP2062,I am writing to complain about the following issue. Credit card minimum due amou...,I am writing to complain about the following issue. Credit card minimum due amou...,Credit Card,1.0,False
CMP2314,CMP2314,I am writing to complain about the following issue. Cannot download my account s...,I am writing to complain about the following issue. Cannot download my account s...,Mobile Banking App,1.0,False
CMP2314,CMP2317,I am writing to complain about the following issue. Cannot download my account s...,I am writing to complain about the following issue. Cannot download my account s...,Mobile Banking App,1.0,False
CMP2062,CMP2062,I am writing to complain about the following issue. Credit card minimum due amou...,I am writing to complain about the following issue. Credit card minimum due amou...,Credit Card,1.0,False
CMP2300,CMP2300,I am writing to complain about the following issue. Mobile app does not support ...,I am writing to complain about the following issue. Mobile app does not support ...,Mobile Banking App,1.0,False
CMP2153,CMP2144,Transfer to my own account in another bank is taking more than 24 hours to refle...,Transfer to my own account in another bank is taking more than 24 hours to refle...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2153,CMP2141,Transfer to my own account in another bank is taking more than 24 hours to refle...,Transfer to my own account in another bank is taking more than 24 hours to refle...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2361,CMP2352,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2361,CMP2355,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2361,CMP2358,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2272,CMP2275,I am writing to complain about the following issue. My gold loan is due for rene...,I am writing to complain about the following issue. My gold loan is due for rene...,Loan Services,1.0,False
CMP2272,CMP2278,I am writing to complain about the following issue. My gold loan is due for rene...,I am writing to complain about the following issue. My gold loan is due for rene...,Loan Services,1.0,False
CMP2341,CMP2350,Aadhaar seeding with bank account not completed even after submitting request at...,Aadhaar seeding with bank account not completed even after submitting request at...,Account Opening,1.0,False
CMP2341,CMP2344,Aadhaar seeding with bank account not completed even after submitting request at...,Aadhaar seeding with bank account not completed even after submitting request at...,Account Opening,1.0,False
CMP2341,CMP2338,Aadhaar seeding with bank account not completed even after submitting request at...,Aadhaar seeding with bank account not completed even after submitting request at...,Account Opening,1.0,False
CMP2386,CMP2383,FD amount was not renewed on maturity date and instead credited to savings causi...,FD amount was not renewed on maturity date and instead credited to savings causi...,Fixed Deposit,1.0,False
CMP2386,CMP2392,FD amount was not renewed on maturity date and instead credited to savings causi...,FD amount was not renewed on maturity date and instead credited to savings causi...,Fixed Deposit,1.0,False
CMP2386,CMP2389,FD amount was not renewed on maturity date and instead credited to savings causi...,FD amount was not renewed on maturity date and instead credited to savings causi...,Fixed Deposit,1.0,False
CMP2243,CMP2240,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,KYC / Documentation,1.0,False
CMP2243,CMP2252,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,KYC / Documentation,1.0,False
CMP2243,CMP2246,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,KYC / Documentation,1.0,False
CMP1095,CMP9001,Mobile app session expires too quickly during transactions. By the time I enter ...,Mobile app session expires too quickly during transactions. By the time I enter ...,Mobile Banking App,1.0,True
CMP2176,CMP2179,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2176,CMP2170,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2176,CMP2173,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2194,CMP2194,I am writing to complain about the following issue. I cannot view my account min...,I am writing to complain about the following issue. I cannot view my account min...,Internet Banking,1.0,False
CMP2302,CMP2308,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile Banking App,1.0,False
CMP2022,CMP2022,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2022,CMP2028,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2022,CMP2016,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2079,CMP2076,I am writing to complain about the following issue. My credit card was not deliv...,I am writing to complain about the following issue. My credit card was not deliv...,Credit Card,1.0,False
CMP2079,CMP2073,I am writing to complain about the following issue. My credit card was not deliv...,I am writing to complain about the following issue. My credit card was not deliv...,Credit Card,1.0,False
CMP2079,CMP2082,I am writing to complain about the following issue. My credit card was not deliv...,I am writing to complain about the following issue. My credit card was not deliv...,Credit Card,1.0,False
CMP1002,CMP9018,ATM card was blocked without any prior intimation. I was unable to withdraw cash...,ATM card was blocked without any prior intimation. I was unable to withdraw cash...,ATM / Debit Card,1.0,True
CMP1013,CMP9010,I have been charged an annual fee of Rs 2000 on my credit card even though I was...,I have been charged an annual fee of Rs 2000 on my credit card even though I was...,Credit Card,1.0,True
CMP2030,CMP2030,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM / Debit Card,1.0,False
CMP2030,CMP2033,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM / Debit Card,1.0,False
CMP2164,CMP2161,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2164,CMP2158,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2164,CMP2167,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2251,CMP2251,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,KYC / Documentation,1.0,False
CMP2140,CMP2131,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2140,CMP2140,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Toll free number does not connect to any agent after 30 minutes of waiting. This...,Customer Service,1.0,False
CMP2105,CMP2108,I visited the branch 4 times for a simple signature update but the work is still...,I visited the branch 4 times for a simple signature update but the work is still...,Customer Service,1.0,False
CMP2105,CMP2111,I visited the branch 4 times for a simple signature update but the work is still...,I visited the branch 4 times for a simple signature update but the work is still...,Customer Service,1.0,False
CMP2105,CMP2099,I visited the branch 4 times for a simple signature update but the work is still...,I visited the branch 4 times for a simple signature update but the work is still...,Customer Service,1.0,False
CMP2270,CMP2270,My gold loan is due for renewal but the branch is not responding to my renewal r...,My gold loan is due for renewal but the branch is not responding to my renewal r...,Loan Services,1.0,False
CMP2270,CMP2276,My gold loan is due for renewal but the branch is not responding to my renewal r...,My gold loan is due for renewal but the branch is not responding to my renewal r...,Loan Services,1.0,False
CMP2285,CMP2285,Prepayment of loan not being accepted online. Being forced to visit branch which...,Prepayment of loan not being accepted online. Being forced to visit branch which...,Loan Services,1.0,False
CMP2319,CMP2319,Cannot download my account statement from the mobile app. Option is greyed out. ...,Cannot download my account statement from the mobile app. Option is greyed out. ...,Mobile Banking App,1.0,False
CMP2028,CMP2028,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2028,CMP2016,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2358,CMP2358,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2224,CMP2212,My net banking account was suspended without any intimation. I have not violated...,My net banking account was suspended without any intimation. I have not violated...,Internet Banking,1.0,False
CMP2286,CMP2286,I am writing to complain about the following issue. Prepayment of loan not being...,I am writing to complain about the following issue. Prepayment of loan not being...,Loan Services,1.0,False
CMP2210,CMP2204,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2210,CMP2198,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2210,CMP2207,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2144,CMP2144,Transfer to my own account in another bank is taking more than 24 hours to refle...,Transfer to my own account in another bank is taking more than 24 hours to refle...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2144,CMP2141,Transfer to my own account in another bank is taking more than 24 hours to refle...,Transfer to my own account in another bank is taking more than 24 hours to refle...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2051,CMP2048,I am writing to complain about the following issue. Debit card tokenization is n...,I am writing to complain about the following issue. Debit card tokenization is n...,ATM / Debit Card,1.0,False
CMP2051,CMP2051,I am writing to complain about the following issue. Debit card tokenization is n...,I am writing to complain about the following issue. Debit card tokenization is n...,ATM / Debit Card,1.0,False
