complaint_id,complaint_text,category,sentiment,severity,channel,branch,status,resolution_note,created_date,resolution_days,is_duplicate,duplicate_of,predicted_category,predicted_sentiment,predicted_severity,source
CMP1556,My net banking password got locked and online reset is not working.,Internet Banking,Disappointed,High,Email,Nariman Point Mumbai,Open,,2023-11-22,,False,,Internet Banking,Disappointed,High,Synthetic_UBI
CMP1557,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Disappointed,Medium,Mobile App,Banjara Hills Hyderabad,In Progress,,2024-09-14,,False,,ATM / Debit Card,Disappointed,Medium,Synthetic_UBI
CMP1558,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Angry,Low,Social Media,Salt Lake Kolkata,In Progress,,2023-03-18,,False,,Account Opening,Angry,Low,Synthetic_UBI
CMP1559,Debit card got stuck in the Union Bank ATM at Salt Lake Kolkata.,ATM / Debit Card,Frustrated,High,Social Media,Salt Lake Kolkata,In Progress,,2023-07-07,,False,,ATM / Debit Card,Frustrated,High,Synthetic_UBI
CMP1560,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Phone Call,Salt Lake Kolkata,Escalated,,2023-11-21,,False,,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Synthetic_UBI
CMP1561,Session expires too fast on Union Bank internet banking.,Internet Banking,Angry,Low,Branch Visit,Navrangpura Ahmedabad,Open,,2024-10-02,,False,,Internet Banking,Angry,Low,Synthetic_UBI
CMP1562,My net banking password got locked and online reset is not working.,Internet Banking,Urgent,Critical,Phone Call,T Nagar Chennai,Open,,2024-01-22,,False,,Internet Banking,Urgent,Critical,Synthetic_UBI
CMP1563,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Angry,Critical,Mobile App,Nariman Point Mumbai,Open,,2024-02-14,,False,,KYC / Documentation,Angry,Critical,Synthetic_UBI
CMP1564,Union Home loan EMI deducted twice this month.,Loan Services,Disappointed,Low,Web Portal,Shivajinagar Pune,Open,,2023-01-09,,False,,Loan Services,Disappointed,Low,Synthetic_UBI
CMP1565,Unable to complete video KYC for new Union Bank account.,Account Opening,Frustrated,High,Web Portal,Hazratganj Lucknow,In Progress,,2023-07-03,,False,,Account Opening,Frustrated,High,Synthetic_UBI
CMP1566,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Disappointed,Critical,Branch Visit,Connaught Place Delhi,Open,,2023-10-21,,False,,Fixed Deposit,Disappointed,Critical,Synthetic_UBI
CMP1567,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Frustrated,High,Social Media,T Nagar Chennai,In Progress,,2023-10-21,,False,,Loan Services,Frustrated,High,Synthetic_UBI
CMP1568,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Urgent,Low,Mobile App,Shivajinagar Pune,Resolved,Your request is in progress and will be completed within 48 hours.,2024-12-02,4.0,False,,Fund Transfer / NEFT / RTGS,Urgent,Low,Synthetic_UBI
CMP1569,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Angry,Low,Mobile App,MG Road Bangalore,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-06-06,6.0,False,,Fixed Deposit,Angry,Low,Synthetic_UBI
CMP1570,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Neutral,Medium,Web Portal,Salt Lake Kolkata,In Progress,,2024-09-07,,False,,Credit Card,Neutral,Medium,Synthetic_UBI
CMP1571,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Neutral,High,Mobile App,MG Road Bangalore,In Progress,,2023-02-15,,False,,Fixed Deposit,Neutral,High,Synthetic_UBI
CMP1572,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Urgent,Medium,Branch Visit,Salt Lake Kolkata,Resolved,Your request is in progress and will be completed within 48 hours.,2023-04-22,11.0,False,,Fixed Deposit,Urgent,Medium,Synthetic_UBI
CMP1573,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Urgent,Medium,Mobile App,Hazratganj Lucknow,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-03-02,14.0,False,,Fund Transfer / NEFT / RTGS,Urgent,Medium,Synthetic_UBI
CMP1574,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Disappointed,Critical,Mobile App,Nariman Point Mumbai,Resolved,Your complaint has been forwarded to the technical team.,2023-09-17,9.0,False,,ATM / Debit Card,Disappointed,Critical,Synthetic_UBI
CMP1575,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Urgent,Medium,Branch Visit,Hazratganj Lucknow,Resolved,Your request is in progress and will be completed within 48 hours.,2023-09-26,9.0,True,CMP1281,Internet Banking,Urgent,Medium,Synthetic_UBI
CMP1576,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Frustrated,Critical,Mobile App,Connaught Place Delhi,Resolved,Your request is in progress and will be completed within 48 hours.,2023-12-22,2.0,False,,Credit Card,Frustrated,Critical,Synthetic_UBI
CMP1577,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Disappointed,Low,Phone Call,Navrangpura Ahmedabad,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-01-16,6.0,False,,ATM / Debit Card,Disappointed,Low,Synthetic_UBI
CMP1578,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Frustrated,Low,Phone Call,Connaught Place Delhi,In Progress,,2023-05-07,,False,,ATM / Debit Card,Frustrated,Low,Synthetic_UBI
CMP1579,My net banking password got locked and online reset is not working.,Internet Banking,Urgent,Low,Email,Salt Lake Kolkata,In Progress,,2023-04-23,,False,,Internet Banking,Urgent,Low,Synthetic_UBI
CMP1580,Staff at Connaught Place Delhi were very rude when I went to update my passbook.,Customer Service,Frustrated,Low,Mobile App,Connaught Place Delhi,Open,,2024-12-28,,False,,Customer Service,Frustrated,Low,Synthetic_UBI
CMP1581,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Urgent,High,Social Media,MG Road Bangalore,Escalated,,2024-10-09,,False,,Fund Transfer / NEFT / RTGS,Urgent,High,Synthetic_UBI
CMP1582,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Neutral,Low,Social Media,Connaught Place Delhi,In Progress,,2024-06-13,,False,,Fund Transfer / NEFT / RTGS,Neutral,Low,Synthetic_UBI
CMP1583,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Frustrated,High,Social Media,MG Road Bangalore,Resolved,Please visit your base branch with original KYC documents.,2024-11-07,10.0,False,,ATM / Debit Card,Frustrated,High,Synthetic_UBI
CMP1584,Waited for 2 hours at Salt Lake Kolkata just to submit a KYC form.,Customer Service,Urgent,Critical,Email,Salt Lake Kolkata,Open,,2024-04-29,,False,,Customer Service,Urgent,Critical,Synthetic_UBI
CMP1585,Initial funding failed but money was deducted during account opening.,Account Opening,Neutral,Low,Phone Call,Nariman Point Mumbai,In Progress,,2024-04-13,,True,CMP1410,Account Opening,Neutral,Low,Synthetic_UBI
CMP1586,Submitted Aadhaar and PAN at Hazratganj Lucknow but KYC is still pending.,KYC / Documentation,Angry,Low,Social Media,Hazratganj Lucknow,In Progress,,2023-10-13,,False,,KYC / Documentation,Angry,Low,Synthetic_UBI
CMP1587,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Frustrated,Medium,Web Portal,Malviya Nagar Jaipur,Escalated,,2024-06-30,,False,,ATM / Debit Card,Frustrated,Medium,Synthetic_UBI
CMP1588,Union Home loan EMI deducted twice this month.,Loan Services,Neutral,High,Phone Call,MG Road Bangalore,Resolved,Your request is in progress and will be completed within 48 hours.,2023-07-11,2.0,False,,Loan Services,Neutral,High,Synthetic_UBI
CMP1589,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Frustrated,Critical,Phone Call,Banjara Hills Hyderabad,In Progress,,2023-09-05,,False,,Credit Card,Frustrated,Critical,Synthetic_UBI
CMP1590,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Disappointed,Medium,Phone Call,Salt Lake Kolkata,Escalated,,2023-11-29,,False,,Internet Banking,Disappointed,Medium,Synthetic_UBI
CMP1591,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Angry,High,Phone Call,MG Road Bangalore,In Progress,,2023-06-15,,False,,Fixed Deposit,Angry,High,Synthetic_UBI
CMP1592,Interest rate on my home loan was not reduced despite repo rate cut.,Loan Services,Angry,High,Web Portal,MG Road Bangalore,Escalated,,2023-05-29,,False,,Loan Services,Angry,High,Synthetic_UBI
CMP1593,Grievance redressal officer is not responding to my escalated complaint.,Customer Service,Neutral,Low,Social Media,Connaught Place Delhi,Resolved,Please visit your base branch with original KYC documents.,2024-09-06,5.0,False,,Customer Service,Neutral,Low,Synthetic_UBI
CMP1594,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Angry,Low,Phone Call,Connaught Place Delhi,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-06-10,5.0,False,,Mobile Banking App,Angry,Low,Synthetic_UBI
CMP1595,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Disappointed,Critical,Mobile App,Banjara Hills Hyderabad,Open,,2023-05-14,,False,,Mobile Banking App,Disappointed,Critical,Synthetic_UBI
CMP1596,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Frustrated,Low,Phone Call,Banjara Hills Hyderabad,Open,,2024-09-26,,False,,ATM / Debit Card,Frustrated,Low,Synthetic_UBI
CMP1597,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Urgent,Medium,Phone Call,Shivajinagar Pune,Open,,2023-09-21,,False,,Fund Transfer / NEFT / RTGS,Urgent,Medium,Synthetic_UBI
CMP1598,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Urgent,Low,Branch Visit,T Nagar Chennai,Open,,2024-04-14,,False,,ATM / Debit Card,Urgent,Low,Synthetic_UBI
CMP1599,Grievance redressal officer is not responding to my escalated complaint.,Customer Service,Neutral,Low,Phone Call,Shivajinagar Pune,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-10-05,9.0,False,,Customer Service,Neutral,Low,Synthetic_UBI
CMP1600,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Neutral,Critical,Phone Call,MG Road Bangalore,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2024-05-27,11.0,False,,Mobile Banking App,Neutral,Critical,Synthetic_UBI
CMP1601,Grievance redressal officer is not responding to my escalated complaint.,Customer Service,Neutral,High,Branch Visit,Banjara Hills Hyderabad,Escalated,,2024-05-22,,False,,Customer Service,Neutral,High,Synthetic_UBI
CMP1602,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Disappointed,Low,Branch Visit,Hazratganj Lucknow,In Progress,,2024-08-12,,False,,Credit Card,Disappointed,Low,Synthetic_UBI
CMP1603,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Angry,High,Phone Call,Connaught Place Delhi,Escalated,,2023-07-29,,False,,Fixed Deposit,Angry,High,Synthetic_UBI
CMP1604,Staff at Salt Lake Kolkata were very rude when I went to update my passbook.,Customer Service,Disappointed,Critical,Branch Visit,Salt Lake Kolkata,Escalated,,2023-08-13,,False,,Customer Service,Disappointed,Critical,Synthetic_UBI
CMP1605,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Frustrated,Critical,Social Media,MG Road Bangalore,Escalated,,2023-08-12,,False,,ATM / Debit Card,Frustrated,Critical,Synthetic_UBI
CMP1606,Interest rate on my home loan was not reduced despite repo rate cut.,Loan Services,Angry,High,Branch Visit,Shivajinagar Pune,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-10-02,6.0,False,,Loan Services,Angry,High,Synthetic_UBI
CMP1607,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Neutral,Medium,Branch Visit,Salt Lake Kolkata,Resolved,Your complaint has been forwarded to the technical team.,2023-12-05,2.0,False,,Fixed Deposit,Neutral,Medium,Synthetic_UBI
CMP1608,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Disappointed,Medium,Social Media,Navrangpura Ahmedabad,Escalated,,2024-11-21,,False,,Account Opening,Disappointed,Medium,Synthetic_UBI
CMP1609,Branch manager at Shivajinagar Pune is not releasing property documents after loan closure.,Loan Services,Urgent,Low,Mobile App,Shivajinagar Pune,Open,,2024-11-16,,True,CMP1255,Loan Services,Urgent,Low,Synthetic_UBI
CMP1610,Credit card limit was reduced without any prior notice.,Credit Card,Urgent,Medium,Social Media,Connaught Place Delhi,In Progress,,2023-12-13,,False,,Credit Card,Urgent,Medium,Synthetic_UBI
CMP1611,NEFT transfer to SBI is pending for over 24 hours.,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Social Media,Nariman Point Mumbai,Open,,2024-11-14,,False,,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Synthetic_UBI
CMP1612,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Disappointed,High,Mobile App,Navrangpura Ahmedabad,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-08-28,4.0,False,,KYC / Documentation,Disappointed,High,Synthetic_UBI
CMP1613,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Frustrated,Low,Social Media,Hazratganj Lucknow,Escalated,,2024-09-05,,False,,Mobile Banking App,Frustrated,Low,Synthetic_UBI
CMP1614,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Disappointed,High,Mobile App,Nariman Point Mumbai,Resolved,Your request is in progress and will be completed within 48 hours.,2024-07-24,11.0,False,,Fixed Deposit,Disappointed,High,Synthetic_UBI
CMP1615,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Disappointed,Critical,Phone Call,MG Road Bangalore,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-10-31,15.0,False,,ATM / Debit Card,Disappointed,Critical,Synthetic_UBI
CMP1616,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Angry,High,Social Media,Connaught Place Delhi,In Progress,,2024-07-18,,False,,KYC / Documentation,Angry,High,Synthetic_UBI
CMP1617,Staff at Navrangpura Ahmedabad were very rude when I went to update my passbook.,Customer Service,Urgent,Medium,Web Portal,Navrangpura Ahmedabad,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-01-28,4.0,False,,Customer Service,Urgent,Medium,Synthetic_UBI
CMP1618,Debit card got stuck in the Union Bank ATM at Navrangpura Ahmedabad.,ATM / Debit Card,Disappointed,Low,Mobile App,Navrangpura Ahmedabad,Open,,2023-05-14,,False,,ATM / Debit Card,Disappointed,Low,Synthetic_UBI
CMP1619,Credit card limit was reduced without any prior notice.,Credit Card,Angry,High,Web Portal,Salt Lake Kolkata,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-06-13,11.0,False,,Credit Card,Angry,High,Synthetic_UBI
CMP1620,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Frustrated,Low,Branch Visit,Banjara Hills Hyderabad,Escalated,,2023-03-26,,False,,Credit Card,Frustrated,Low,Synthetic_UBI
CMP1621,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Urgent,Medium,Mobile App,MG Road Bangalore,Open,,2023-04-10,,False,,Mobile Banking App,Urgent,Medium,Synthetic_UBI
CMP1622,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Urgent,High,Phone Call,Salt Lake Kolkata,Escalated,,2024-02-14,,False,,Fund Transfer / NEFT / RTGS,Urgent,High,Synthetic_UBI
CMP1623,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Urgent,Medium,Branch Visit,Hazratganj Lucknow,In Progress,,2024-11-24,,False,,Fixed Deposit,Urgent,Medium,Synthetic_UBI
CMP1624,Name mismatch issue in CKYC is not being resolved by the branch.,KYC / Documentation,Neutral,Medium,Web Portal,MG Road Bangalore,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-02-08,3.0,False,,KYC / Documentation,Neutral,Medium,Synthetic_UBI
CMP1625,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Urgent,Medium,Mobile App,Banjara Hills Hyderabad,Open,,2024-03-15,,False,,ATM / Debit Card,Urgent,Medium,Synthetic_UBI
CMP1626,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Neutral,Critical,Web Portal,MG Road Bangalore,Open,,2023-12-11,,False,,Mobile Banking App,Neutral,Critical,Synthetic_UBI
CMP1627,Toll free customer care number is always busy.,Customer Service,Urgent,Low,Web Portal,MG Road Bangalore,In Progress,,2024-08-11,,False,,Customer Service,Urgent,Low,Synthetic_UBI
CMP1628,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Frustrated,Medium,Social Media,Nariman Point Mumbai,Resolved,Your complaint has been forwarded to the technical team.,2023-08-03,3.0,False,,Customer Service,Frustrated,Medium,Synthetic_UBI
CMP1629,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Angry,Medium,Phone Call,T Nagar Chennai,In Progress,,2023-10-15,,True,CMP1613,ATM / Debit Card,Angry,Medium,Synthetic_UBI
CMP1630,"Applied for Union Vehicle loan 2 weeks ago, no update from Salt Lake Kolkata.",Loan Services,Neutral,Critical,Web Portal,Salt Lake Kolkata,In Progress,,2023-06-19,,False,,Loan Services,Neutral,Critical,Synthetic_UBI
CMP1631,Not able to add beneficiary in retail internet banking.,Internet Banking,Urgent,High,Mobile App,Connaught Place Delhi,Escalated,,2024-06-01,,False,,Internet Banking,Urgent,High,Synthetic_UBI
CMP1632,NEFT transfer to SBI is pending for over 24 hours.,Fund Transfer / NEFT / RTGS,Angry,High,Web Portal,Banjara Hills Hyderabad,Resolved,Your request is in progress and will be completed within 48 hours.,2023-09-26,3.0,False,,Fund Transfer / NEFT / RTGS,Angry,High,Synthetic_UBI
CMP1633,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Angry,High,Email,Malviya Nagar Jaipur,Escalated,,2024-03-27,,False,,Mobile Banking App,Angry,High,Synthetic_UBI
CMP1634,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Disappointed,Low,Web Portal,Navrangpura Ahmedabad,Escalated,,2024-01-10,,False,,Mobile Banking App,Disappointed,Low,Synthetic_UBI
CMP1635,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Urgent,Low,Branch Visit,Shivajinagar Pune,Escalated,,2024-03-11,,False,,Mobile Banking App,Urgent,Low,Synthetic_UBI
CMP1636,Debit card got stuck in the Union Bank ATM at Nariman Point Mumbai.,ATM / Debit Card,Frustrated,Low,Social Media,Nariman Point Mumbai,In Progress,,2023-11-30,,False,,ATM / Debit Card,Frustrated,Low,Synthetic_UBI
CMP1637,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Disappointed,Medium,Phone Call,Nariman Point Mumbai,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2024-09-14,8.0,False,,Credit Card,Disappointed,Medium,Synthetic_UBI
CMP1638,Submitted Aadhaar and PAN at T Nagar Chennai but KYC is still pending.,KYC / Documentation,Disappointed,High,Email,T Nagar Chennai,Open,,2024-12-13,,False,,KYC / Documentation,Disappointed,High,Synthetic_UBI
CMP1639,Staff at Shivajinagar Pune were very rude when I went to update my passbook.,Customer Service,Disappointed,High,Phone Call,Shivajinagar Pune,Escalated,,2023-11-14,,False,,Customer Service,Disappointed,High,Synthetic_UBI
CMP1640,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Urgent,Medium,Mobile App,Hazratganj Lucknow,Resolved,Your request is in progress and will be completed within 48 hours.,2023-02-27,13.0,False,,Fixed Deposit,Urgent,Medium,Synthetic_UBI
CMP1641,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Neutral,Critical,Web Portal,MG Road Bangalore,Resolved,Your complaint has been forwarded to the technical team.,2023-07-14,6.0,False,,Fixed Deposit,Neutral,Critical,Synthetic_UBI
CMP1642,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Disappointed,High,Email,Hazratganj Lucknow,Escalated,,2023-03-03,,False,,KYC / Documentation,Disappointed,High,Synthetic_UBI
CMP1643,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Neutral,Medium,Branch Visit,MG Road Bangalore,In Progress,,2023-03-02,,False,,Mobile Banking App,Neutral,Medium,Synthetic_UBI
CMP1644,Need to update my signature but branch says system is down.,KYC / Documentation,Disappointed,Critical,Mobile App,MG Road Bangalore,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-03-16,12.0,False,,KYC / Documentation,Disappointed,Critical,Synthetic_UBI
CMP1645,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Angry,Critical,Email,Navrangpura Ahmedabad,Escalated,,2024-10-14,,False,,Fund Transfer / NEFT / RTGS,Angry,Critical,Synthetic_UBI
CMP1646,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Neutral,Medium,Social Media,Malviya Nagar Jaipur,Resolved,Your request is in progress and will be completed within 48 hours.,2023-05-03,11.0,False,,Mobile Banking App,Neutral,Medium,Synthetic_UBI
CMP1647,My minor account was not converted to major despite submitting PAN.,Account Opening,Frustrated,Critical,Web Portal,MG Road Bangalore,Resolved,Please visit your base branch with original KYC documents.,2023-06-28,9.0,False,,Account Opening,Frustrated,Critical,Synthetic_UBI
CMP1648,Debit card got stuck in the Union Bank ATM at Nariman Point Mumbai.,ATM / Debit Card,Urgent,Critical,Mobile App,Nariman Point Mumbai,In Progress,,2024-10-16,,False,,ATM / Debit Card,Urgent,Critical,Synthetic_UBI
CMP1649,Toll free customer care number is always busy.,Customer Service,Angry,Low,Web Portal,Navrangpura Ahmedabad,In Progress,,2024-07-27,,False,,Customer Service,Angry,Low,Synthetic_UBI
CMP1650,My minor account was not converted to major despite submitting PAN.,Account Opening,Frustrated,High,Web Portal,T Nagar Chennai,Open,,2024-09-09,,False,,Account Opening,Frustrated,High,Synthetic_UBI
CMP1651,Branch manager at Shivajinagar Pune is not releasing property documents after loan closure.,Loan Services,Angry,High,Mobile App,Shivajinagar Pune,Escalated,,2024-07-16,,True,CMP1320,Loan Services,Angry,High,Synthetic_UBI
CMP1652,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Neutral,Critical,Web Portal,Salt Lake Kolkata,Open,,2024-04-27,,False,,Fixed Deposit,Neutral,Critical,Synthetic_UBI
CMP1653,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Disappointed,High,Mobile App,T Nagar Chennai,Escalated,,2024-03-30,,False,,Fixed Deposit,Disappointed,High,Synthetic_UBI
CMP1654,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Frustrated,Low,Mobile App,T Nagar Chennai,In Progress,,2023-02-10,,False,,Credit Card,Frustrated,Low,Synthetic_UBI
CMP1655,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Frustrated,High,Web Portal,Malviya Nagar Jaipur,Open,,2023-11-18,,False,,Account Opening,Frustrated,High,Synthetic_UBI
CMP1656,My net banking password got locked and online reset is not working.,Internet Banking,Frustrated,Low,Email,Banjara Hills Hyderabad,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-08-28,5.0,False,,Internet Banking,Frustrated,Low,Synthetic_UBI
CMP1657,Need to update my signature but branch says system is down.,KYC / Documentation,Angry,Critical,Social Media,Connaught Place Delhi,In Progress,,2023-06-30,,False,,KYC / Documentation,Angry,Critical,Synthetic_UBI
CMP1658,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Frustrated,Medium,Social Media,Hazratganj Lucknow,Escalated,,2023-06-01,,False,,Credit Card,Frustrated,Medium,Synthetic_UBI
CMP1659,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Angry,Low,Phone Call,Hazratganj Lucknow,Open,,2023-11-04,,False,,Mobile Banking App,Angry,Low,Synthetic_UBI
CMP1660,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Disappointed,Low,Email,Salt Lake Kolkata,In Progress,,2024-08-11,,False,,ATM / Debit Card,Disappointed,Low,Synthetic_UBI
CMP1661,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Frustrated,High,Branch Visit,Hazratganj Lucknow,In Progress,,2023-01-16,,False,,Loan Services,Frustrated,High,Synthetic_UBI
CMP1662,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Neutral,Medium,Branch Visit,Connaught Place Delhi,Escalated,,2023-02-07,,False,,ATM / Debit Card,Neutral,Medium,Synthetic_UBI
CMP1663,Toll free customer care number is always busy.,Customer Service,Angry,Medium,Email,Navrangpura Ahmedabad,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-12-05,9.0,False,,Customer Service,Angry,Medium,Synthetic_UBI
CMP1664,My net banking password got locked and online reset is not working.,Internet Banking,Angry,Medium,Web Portal,Nariman Point Mumbai,Escalated,,2024-10-12,,False,,Internet Banking,Angry,Medium,Synthetic_UBI
CMP1665,My net banking password got locked and online reset is not working.,Internet Banking,Angry,Critical,Email,Hazratganj Lucknow,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-06-07,12.0,False,,Internet Banking,Angry,Critical,Synthetic_UBI
CMP1666,"Applied for Union Vehicle loan 2 weeks ago, no update from Shivajinagar Pune.",Loan Services,Angry,Critical,Mobile App,Shivajinagar Pune,Escalated,,2024-02-08,,False,,Loan Services,Angry,Critical,Synthetic_UBI
CMP1667,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Angry,Low,Social Media,Malviya Nagar Jaipur,Open,,2024-03-22,,False,,Internet Banking,Angry,Low,Synthetic_UBI
CMP1668,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Angry,Medium,Social Media,Hazratganj Lucknow,In Progress,,2023-11-02,,False,,Loan Services,Angry,Medium,Synthetic_UBI
CMP1669,Session expires too fast on Union Bank internet banking.,Internet Banking,Frustrated,Critical,Email,Salt Lake Kolkata,Escalated,,2023-08-17,,False,,Internet Banking,Frustrated,Critical,Synthetic_UBI
CMP1670,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Disappointed,High,Email,Connaught Place Delhi,Escalated,,2023-02-27,,False,,Fund Transfer / NEFT / RTGS,Disappointed,High,Synthetic_UBI
CMP1671,Submitted Aadhaar and PAN at T Nagar Chennai but KYC is still pending.,KYC / Documentation,Disappointed,Critical,Email,T Nagar Chennai,In Progress,,2024-05-10,,False,,KYC / Documentation,Disappointed,Critical,Synthetic_UBI
CMP1672,Union Home loan EMI deducted twice this month.,Loan Services,Angry,Medium,Mobile App,Nariman Point Mumbai,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-11-26,11.0,False,,Loan Services,Angry,Medium,Synthetic_UBI
CMP1673,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Disappointed,Medium,Mobile App,Connaught Place Delhi,Escalated,,2023-01-02,,False,,ATM / Debit Card,Disappointed,Medium,Synthetic_UBI
CMP1674,Interest rate on my home loan was not reduced despite repo rate cut.,Loan Services,Urgent,Low,Social Media,Nariman Point Mumbai,Resolved,Please visit your base branch with original KYC documents.,2024-11-03,15.0,False,,Loan Services,Urgent,Low,Synthetic_UBI
CMP1675,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Frustrated,Low,Mobile App,Connaught Place Delhi,Resolved,Please visit your base branch with original KYC documents.,2024-11-27,10.0,False,,Internet Banking,Frustrated,Low,Synthetic_UBI
CMP1676,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Disappointed,Medium,Social Media,Salt Lake Kolkata,In Progress,,2023-10-01,,False,,ATM / Debit Card,Disappointed,Medium,Synthetic_UBI
