complaint_id,complaint_text,category,sentiment,severity,channel,branch,status,resolution_note,created_date,resolution_days,is_duplicate,duplicate_of
CMP1634,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Disappointed,Low,Web Portal,Navrangpura Ahmedabad,Escalated,,2024-01-10,,False,
CMP1635,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Urgent,Low,Branch Visit,Shivajinagar Pune,Escalated,,2024-03-11,,False,
CMP1636,Debit card got stuck in the Union Bank ATM at Nariman Point Mumbai.,ATM / Debit Card,Frustrated,Low,Social Media,Nariman Point Mumbai,In Progress,,2023-11-30,,False,
CMP1637,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Disappointed,Medium,Phone Call,Nariman Point Mumbai,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2024-09-14,8.0,False,
CMP1638,Submitted Aadhaar and PAN at T Nagar Chennai but KYC is still pending.,KYC / Documentation,Disappointed,High,Email,T Nagar Chennai,Open,,2024-12-13,,False,
CMP1639,Staff at Shivajinagar Pune were very rude when I went to update my passbook.,Customer Service,Disappointed,High,Phone Call,Shivajinagar Pune,Escalated,,2023-11-14,,False,
CMP1640,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Urgent,Medium,Mobile App,Hazratganj Lucknow,Resolved,Your request is in progress and will be completed within 48 hours.,2023-02-27,13.0,False,
CMP1641,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Neutral,Critical,Web Portal,MG Road Bangalore,Resolved,Your complaint has been forwarded to the technical team.,2023-07-14,6.0,False,
CMP1642,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Disappointed,High,Email,Hazratganj Lucknow,Escalated,,2023-03-03,,False,
CMP1643,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Neutral,Medium,Branch Visit,MG Road Bangalore,In Progress,,2023-03-02,,False,
CMP1644,Need to update my signature but branch says system is down.,KYC / Documentation,Disappointed,Critical,Mobile App,MG Road Bangalore,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-03-16,12.0,False,
CMP1645,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Angry,Critical,Email,Navrangpura Ahmedabad,Escalated,,2024-10-14,,False,
CMP1646,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Neutral,Medium,Social Media,Malviya Nagar Jaipur,Resolved,Your request is in progress and will be completed within 48 hours.,2023-05-03,11.0,False,
CMP1647,My minor account was not converted to major despite submitting PAN.,Account Opening,Frustrated,Critical,Web Portal,MG Road Bangalore,Resolved,Please visit your base branch with original KYC documents.,2023-06-28,9.0,False,
CMP1648,Debit card got stuck in the Union Bank ATM at Nariman Point Mumbai.,ATM / Debit Card,Urgent,Critical,Mobile App,Nariman Point Mumbai,In Progress,,2024-10-16,,False,
CMP1649,Toll free customer care number is always busy.,Customer Service,Angry,Low,Web Portal,Navrangpura Ahmedabad,In Progress,,2024-07-27,,False,
CMP1650,My minor account was not converted to major despite submitting PAN.,Account Opening,Frustrated,High,Web Portal,T Nagar Chennai,Open,,2024-09-09,,False,
CMP1651,Branch manager at Shivajinagar Pune is not releasing property documents after loan closure.,Loan Services,Angry,High,Mobile App,Shivajinagar Pune,Escalated,,2024-07-16,,True,CMP1320
CMP1652,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Neutral,Critical,Web Portal,Salt Lake Kolkata,Open,,2024-04-27,,False,
CMP1653,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Disappointed,High,Mobile App,T Nagar Chennai,Escalated,,2024-03-30,,False,
CMP1654,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Frustrated,Low,Mobile App,T Nagar Chennai,In Progress,,2023-02-10,,False,
CMP1655,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Frustrated,High,Web Portal,Malviya Nagar Jaipur,Open,,2023-11-18,,False,
CMP1656,My net banking password got locked and online reset is not working.,Internet Banking,Frustrated,Low,Email,Banjara Hills Hyderabad,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-08-28,5.0,False,
CMP1657,Need to update my signature but branch says system is down.,KYC / Documentation,Angry,Critical,Social Media,Connaught Place Delhi,In Progress,,2023-06-30,,False,
CMP1658,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Frustrated,Medium,Social Media,Hazratganj Lucknow,Escalated,,2023-06-01,,False,
CMP1659,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Angry,Low,Phone Call,Hazratganj Lucknow,Open,,2023-11-04,,False,
CMP1660,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Disappointed,Low,Email,Salt Lake Kolkata,In Progress,,2024-08-11,,False,
CMP1661,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Frustrated,High,Branch Visit,Hazratganj Lucknow,In Progress,,2023-01-16,,False,
CMP1662,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Neutral,Medium,Branch Visit,Connaught Place Delhi,Escalated,,2023-02-07,,False,
CMP1663,Toll free customer care number is always busy.,Customer Service,Angry,Medium,Email,Navrangpura Ahmedabad,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-12-05,9.0,False,
CMP1664,My net banking password got locked and online reset is not working.,Internet Banking,Angry,Medium,Web Portal,Nariman Point Mumbai,Escalated,,2024-10-12,,False,
CMP1665,My net banking password got locked and online reset is not working.,Internet Banking,Angry,Critical,Email,Hazratganj Lucknow,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-06-07,12.0,False,
CMP1666,"Applied for Union Vehicle loan 2 weeks ago, no update from Shivajinagar Pune.",Loan Services,Angry,Critical,Mobile App,Shivajinagar Pune,Escalated,,2024-02-08,,False,
CMP1667,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Angry,Low,Social Media,Malviya Nagar Jaipur,Open,,2024-03-22,,False,
CMP1668,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Angry,Medium,Social Media,Hazratganj Lucknow,In Progress,,2023-11-02,,False,
CMP1669,Session expires too fast on Union Bank internet banking.,Internet Banking,Frustrated,Critical,Email,Salt Lake Kolkata,Escalated,,2023-08-17,,False,
CMP1670,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Disappointed,High,Email,Connaught Place Delhi,Escalated,,2023-02-27,,False,
CMP1671,Submitted Aadhaar and PAN at T Nagar Chennai but KYC is still pending.,KYC / Documentation,Disappointed,Critical,Email,T Nagar Chennai,In Progress,,2024-05-10,,False,
CMP1672,Union Home loan EMI deducted twice this month.,Loan Services,Angry,Medium,Mobile App,Nariman Point Mumbai,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-11-26,11.0,False,
CMP1673,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Disappointed,Medium,Mobile App,Connaught Place Delhi,Escalated,,2023-01-02,,False,
CMP1674,Interest rate on my home loan was not reduced despite repo rate cut.,Loan Services,Urgent,Low,Social Media,Nariman Point Mumbai,Resolved,Please visit your base branch with original KYC documents.,2024-11-03,15.0,False,
CMP1675,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Frustrated,Low,Mobile App,Connaught Place Delhi,Resolved,Please visit your base branch with original KYC documents.,2024-11-27,10.0,False,
CMP1676,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Disappointed,Medium,Social Media,Salt Lake Kolkata,In Progress,,2023-10-01,,False,
CMP1677,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Branch Visit,Banjara Hills Hyderabad,Open,,2024-06-19,,False,
CMP1678,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Neutral,Medium,Email,T Nagar Chennai,Resolved,Your complaint has been forwarded to the technical team.,2024-01-10,10.0,False,
CMP1679,Debit card got stuck in the Union Bank ATM at MG Road Bangalore.,ATM / Debit Card,Angry,Low,Mobile App,MG Road Bangalore,Escalated,,2024-07-08,,False,
CMP1680,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Angry,High,Phone Call,Shivajinagar Pune,In Progress,,2024-11-18,,False,
CMP1681,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Urgent,High,Mobile App,Salt Lake Kolkata,Resolved,Your request is in progress and will be completed within 48 hours.,2023-08-23,6.0,False,
CMP1682,My minor account was not converted to major despite submitting PAN.,Account Opening,Neutral,Low,Mobile App,T Nagar Chennai,Open,,2024-07-07,,False,
CMP1683,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Urgent,High,Mobile App,Banjara Hills Hyderabad,Resolved,Please visit your base branch with original KYC documents.,2024-08-21,1.0,False,
CMP1684,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Disappointed,High,Social Media,MG Road Bangalore,Escalated,,2023-04-26,,False,
CMP1685,Interest rate on my home loan was not reduced despite repo rate cut.,Loan Services,Angry,Critical,Email,Malviya Nagar Jaipur,Escalated,,2023-04-01,,False,
CMP1686,Not able to add beneficiary in retail internet banking.,Internet Banking,Urgent,High,Mobile App,Hazratganj Lucknow,Open,,2024-03-10,,False,
CMP1687,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Angry,Critical,Web Portal,Connaught Place Delhi,Resolved,Your request is in progress and will be completed within 48 hours.,2024-05-24,10.0,False,
CMP1688,Need to update my signature but branch says system is down.,KYC / Documentation,Disappointed,Medium,Email,Malviya Nagar Jaipur,Escalated,,2023-08-28,,False,
CMP1689,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Disappointed,High,Mobile App,Nariman Point Mumbai,In Progress,,2024-11-01,,False,
CMP1690,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Frustrated,High,Phone Call,Malviya Nagar Jaipur,Resolved,Your request is in progress and will be completed within 48 hours.,2024-12-14,11.0,False,
CMP1691,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Neutral,High,Social Media,Salt Lake Kolkata,In Progress,,2024-02-16,,False,
CMP1692,Staff at Navrangpura Ahmedabad were very rude when I went to update my passbook.,Customer Service,Urgent,High,Email,Navrangpura Ahmedabad,Open,,2024-04-04,,False,
CMP1693,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Neutral,Medium,Social Media,Connaught Place Delhi,In Progress,,2024-11-19,,False,
CMP1694,Staff at Malviya Nagar Jaipur were very rude when I went to update my passbook.,Customer Service,Neutral,High,Branch Visit,Malviya Nagar Jaipur,In Progress,,2024-04-09,,False,
CMP1695,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Angry,Low,Mobile App,Nariman Point Mumbai,Escalated,,2023-07-26,,False,
CMP1696,Union Home loan EMI deducted twice this month.,Loan Services,Urgent,Medium,Email,T Nagar Chennai,Resolved,Your request is in progress and will be completed within 48 hours.,2023-08-14,5.0,True,CMP1482
CMP1697,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Neutral,High,Email,Malviya Nagar Jaipur,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-09-06,7.0,False,
CMP1698,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Neutral,Medium,Branch Visit,Navrangpura Ahmedabad,In Progress,,2024-08-19,,False,
CMP1699,Unable to complete video KYC for new Union Bank account.,Account Opening,Disappointed,Low,Social Media,T Nagar Chennai,Resolved,Your complaint has been forwarded to the technical team.,2024-03-10,7.0,False,
CMP1700,Debit card got stuck in the Union Bank ATM at Connaught Place Delhi.,ATM / Debit Card,Frustrated,Medium,Social Media,Connaught Place Delhi,Escalated,,2023-09-27,,False,
CMP1701,Union Miles credit card reward points are not credited properly.,Credit Card,Disappointed,High,Branch Visit,Nariman Point Mumbai,Resolved,Your request is in progress and will be completed within 48 hours.,2024-12-14,5.0,False,
CMP1702,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Email,T Nagar Chennai,Escalated,,2024-01-15,,False,
CMP1703,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Angry,Critical,Web Portal,T Nagar Chennai,In Progress,,2024-12-05,,False,
CMP1704,Need to update my signature but branch says system is down.,KYC / Documentation,Angry,Critical,Phone Call,T Nagar Chennai,In Progress,,2023-04-23,,False,
CMP1705,My minor account was not converted to major despite submitting PAN.,Account Opening,Neutral,High,Social Media,Hazratganj Lucknow,Open,,2023-08-22,,False,
CMP1706,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Neutral,Critical,Phone Call,Shivajinagar Pune,Escalated,,2023-03-04,,False,
CMP1707,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Disappointed,Medium,Social Media,Navrangpura Ahmedabad,Escalated,,2023-03-14,,False,
CMP1708,Debit card got stuck in the Union Bank ATM at Navrangpura Ahmedabad.,ATM / Debit Card,Frustrated,Medium,Mobile App,Navrangpura Ahmedabad,In Progress,,2024-02-17,,False,
CMP1709,Initial funding failed but money was deducted during account opening.,Account Opening,Frustrated,Low,Social Media,Connaught Place Delhi,In Progress,,2024-02-03,,False,
CMP1710,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Angry,High,Email,Connaught Place Delhi,In Progress,,2023-03-04,,False,
CMP1711,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Frustrated,Low,Mobile App,Salt Lake Kolkata,Escalated,,2023-11-02,,False,
CMP1712,Need to update my signature but branch says system is down.,KYC / Documentation,Disappointed,Low,Web Portal,MG Road Bangalore,In Progress,,2024-05-19,,False,
CMP1713,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Angry,High,Mobile App,Salt Lake Kolkata,Resolved,Your request is in progress and will be completed within 48 hours.,2023-10-13,14.0,False,
CMP1714,Interest rate on my home loan was not reduced despite repo rate cut.,Loan Services,Frustrated,Critical,Web Portal,Malviya Nagar Jaipur,Open,,2024-01-19,,False,
CMP1715,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Neutral,Medium,Email,Navrangpura Ahmedabad,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-09-03,14.0,False,
CMP1716,Credit card limit was reduced without any prior notice.,Credit Card,Angry,Low,Web Portal,Banjara Hills Hyderabad,In Progress,,2023-01-02,,False,
CMP1717,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Disappointed,Critical,Branch Visit,Nariman Point Mumbai,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-06-30,9.0,False,
CMP1718,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Urgent,Critical,Mobile App,T Nagar Chennai,Resolved,Your request is in progress and will be completed within 48 hours.,2023-08-23,8.0,False,
CMP1719,Credit card limit was reduced without any prior notice.,Credit Card,Urgent,Low,Web Portal,Malviya Nagar Jaipur,Open,,2023-03-30,,False,
CMP1720,Toll free customer care number is always busy.,Customer Service,Urgent,High,Social Media,Hazratganj Lucknow,Resolved,Your complaint has been forwarded to the technical team.,2023-12-26,12.0,True,CMP1706
CMP1721,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Urgent,Low,Email,Navrangpura Ahmedabad,Resolved,Please visit your base branch with original KYC documents.,2024-10-03,4.0,False,
CMP1722,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Neutral,High,Email,Connaught Place Delhi,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-12-26,3.0,False,
CMP1723,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Disappointed,Low,Branch Visit,Hazratganj Lucknow,In Progress,,2024-05-12,,False,
CMP1724,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Branch Visit,Malviya Nagar Jaipur,Open,,2023-04-23,,False,
CMP1725,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Frustrated,Medium,Email,Malviya Nagar Jaipur,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-02-05,3.0,False,
CMP1726,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Disappointed,Low,Phone Call,MG Road Bangalore,In Progress,,2023-06-24,,False,
CMP1727,My minor account was not converted to major despite submitting PAN.,Account Opening,Angry,Critical,Branch Visit,Salt Lake Kolkata,In Progress,,2024-08-20,,False,
CMP1728,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Frustrated,High,Email,Hazratganj Lucknow,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-03-25,12.0,False,
CMP1729,Need to update my signature but branch says system is down.,KYC / Documentation,Angry,Critical,Web Portal,Navrangpura Ahmedabad,Open,,2024-09-23,,False,
CMP1730,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Frustrated,High,Email,Navrangpura Ahmedabad,In Progress,,2023-07-08,,False,
CMP1731,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Frustrated,Low,Email,Navrangpura Ahmedabad,In Progress,,2024-12-23,,True,CMP1146
CMP1732,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Angry,Low,Mobile App,Shivajinagar Pune,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-05-17,8.0,False,
CMP1733,Unable to complete video KYC for new Union Bank account.,Account Opening,Angry,Critical,Phone Call,Malviya Nagar Jaipur,Open,,2024-05-05,,False,
CMP1734,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Disappointed,Medium,Phone Call,Banjara Hills Hyderabad,Escalated,,2023-03-07,,False,
CMP1735,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Frustrated,High,Mobile App,Salt Lake Kolkata,Resolved,Your request is in progress and will be completed within 48 hours.,2023-01-18,5.0,False,
CMP1736,Staff at Nariman Point Mumbai were very rude when I went to update my passbook.,Customer Service,Neutral,High,Web Portal,Nariman Point Mumbai,Resolved,Your request is in progress and will be completed within 48 hours.,2024-11-16,8.0,False,
CMP1737,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Disappointed,Medium,Branch Visit,Navrangpura Ahmedabad,Open,,2024-02-12,,False,
CMP1738,Submitted Aadhaar and PAN at Navrangpura Ahmedabad but KYC is still pending.,KYC / Documentation,Disappointed,Low,Web Portal,Navrangpura Ahmedabad,Open,,2024-03-26,,True,CMP1099
CMP1739,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Disappointed,High,Email,T Nagar Chennai,In Progress,,2024-04-03,,False,
CMP1740,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Angry,High,Email,Shivajinagar Pune,Open,,2024-01-10,,True,CMP1073
CMP1741,Union Home loan EMI deducted twice this month.,Loan Services,Neutral,Low,Phone Call,Hazratganj Lucknow,Open,,2023-05-22,,False,
CMP1742,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Frustrated,High,Mobile App,Navrangpura Ahmedabad,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-09-19,12.0,False,
CMP1743,Branch manager at T Nagar Chennai is not releasing property documents after loan closure.,Loan Services,Angry,Medium,Phone Call,T Nagar Chennai,In Progress,,2024-05-25,,False,
CMP1744,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Frustrated,Medium,Social Media,MG Road Bangalore,Open,,2024-10-01,,False,
CMP1745,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Urgent,High,Social Media,Hazratganj Lucknow,In Progress,,2023-08-09,,False,
CMP1746,Session expires too fast on Union Bank internet banking.,Internet Banking,Angry,High,Phone Call,T Nagar Chennai,Open,,2023-11-17,,False,
CMP1747,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Frustrated,Low,Phone Call,MG Road Bangalore,Open,,2024-09-14,,False,
CMP1748,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Neutral,High,Mobile App,T Nagar Chennai,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-02-14,15.0,False,
CMP1749,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Angry,Critical,Phone Call,Banjara Hills Hyderabad,Open,,2024-03-03,,False,
CMP1750,Grievance redressal officer is not responding to my escalated complaint.,Customer Service,Frustrated,Critical,Phone Call,Salt Lake Kolkata,Escalated,,2023-10-03,,False,
CMP1751,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Disappointed,High,Branch Visit,Malviya Nagar Jaipur,Escalated,,2024-05-04,,False,
CMP1752,Salary account opened at Salt Lake Kolkata but welcome kit not received.,Account Opening,Neutral,High,Web Portal,Salt Lake Kolkata,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-03-29,2.0,False,
CMP1753,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Urgent,Low,Email,MG Road Bangalore,Escalated,,2023-12-03,,False,
CMP1754,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Frustrated,Low,Branch Visit,T Nagar Chennai,Open,,2024-07-15,,False,
CMP1755,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Angry,High,Web Portal,Nariman Point Mumbai,In Progress,,2023-10-20,,False,
CMP1756,My minor account was not converted to major despite submitting PAN.,Account Opening,Angry,High,Social Media,Nariman Point Mumbai,Escalated,,2024-10-23,,False,
CMP1757,Grievance redressal officer is not responding to my escalated complaint.,Customer Service,Disappointed,Medium,Mobile App,MG Road Bangalore,Escalated,,2024-03-27,,False,
CMP1758,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Frustrated,High,Social Media,Salt Lake Kolkata,Escalated,,2024-06-21,,False,
CMP1759,Need to update my signature but branch says system is down.,KYC / Documentation,Frustrated,Medium,Mobile App,Connaught Place Delhi,Resolved,Your request is in progress and will be completed within 48 hours.,2023-06-04,5.0,False,
CMP1760,Name mismatch issue in CKYC is not being resolved by the branch.,KYC / Documentation,Frustrated,Medium,Branch Visit,Salt Lake Kolkata,Escalated,,2024-06-18,,False,
CMP1761,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Neutral,Medium,Social Media,Navrangpura Ahmedabad,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-04-01,8.0,False,
CMP1762,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Phone Call,Hazratganj Lucknow,Open,,2024-11-23,,False,
CMP1763,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Urgent,Medium,Social Media,Nariman Point Mumbai,Escalated,,2024-09-09,,False,
CMP1764,Union Miles credit card reward points are not credited properly.,Credit Card,Disappointed,Low,Email,MG Road Bangalore,Escalated,,2024-04-19,,False,
CMP1765,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Angry,Critical,Phone Call,Banjara Hills Hyderabad,Escalated,,2023-12-25,,False,
CMP1766,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Frustrated,High,Web Portal,Banjara Hills Hyderabad,Resolved,Your complaint has been forwarded to the technical team.,2023-01-08,10.0,False,
CMP1767,Union Miles credit card reward points are not credited properly.,Credit Card,Frustrated,High,Branch Visit,Hazratganj Lucknow,Escalated,,2023-07-13,,False,
CMP1768,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Neutral,High,Social Media,T Nagar Chennai,Open,,2023-09-24,,False,
CMP1769,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Angry,Critical,Email,Shivajinagar Pune,Resolved,Please visit your base branch with original KYC documents.,2023-01-15,14.0,False,
CMP1770,"Applied for Union Vehicle loan 2 weeks ago, no update from Navrangpura Ahmedabad.",Loan Services,Disappointed,Medium,Branch Visit,Navrangpura Ahmedabad,Open,,2023-03-21,,False,
CMP1771,My minor account was not converted to major despite submitting PAN.,Account Opening,Frustrated,Medium,Web Portal,Malviya Nagar Jaipur,Open,,2023-03-26,,False,
CMP1772,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Urgent,Low,Email,Salt Lake Kolkata,In Progress,,2023-10-22,,False,
CMP1773,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Neutral,Medium,Mobile App,Navrangpura Ahmedabad,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2024-05-18,11.0,False,
CMP1774,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Disappointed,Low,Email,Salt Lake Kolkata,Escalated,,2023-06-19,,False,
CMP1775,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Neutral,Low,Branch Visit,Nariman Point Mumbai,Open,,2024-10-04,,False,
CMP1776,Unable to complete video KYC for new Union Bank account.,Account Opening,Disappointed,High,Web Portal,Hazratganj Lucknow,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-04-30,15.0,False,
CMP1777,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Urgent,High,Social Media,Salt Lake Kolkata,In Progress,,2024-07-19,,False,
CMP1778,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Angry,High,Social Media,Navrangpura Ahmedabad,Open,,2023-01-21,,False,
CMP1779,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Urgent,Critical,Web Portal,Salt Lake Kolkata,In Progress,,2023-11-16,,False,
CMP1780,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Urgent,Low,Branch Visit,Salt Lake Kolkata,In Progress,,2024-12-20,,False,
CMP1781,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Frustrated,Medium,Phone Call,Nariman Point Mumbai,Escalated,,2024-07-14,,False,
CMP1782,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Urgent,High,Social Media,Malviya Nagar Jaipur,Escalated,,2023-02-04,,False,
CMP1783,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Urgent,Medium,Email,Connaught Place Delhi,Escalated,,2023-06-08,,False,
CMP1784,Debit card got stuck in the Union Bank ATM at T Nagar Chennai.,ATM / Debit Card,Urgent,Critical,Social Media,T Nagar Chennai,In Progress,,2023-05-17,,False,
CMP1785,Staff at Banjara Hills Hyderabad were very rude when I went to update my passbook.,Customer Service,Angry,High,Social Media,Banjara Hills Hyderabad,Open,,2024-04-13,,False,
CMP1786,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Neutral,Medium,Phone Call,Banjara Hills Hyderabad,In Progress,,2023-08-07,,False,
CMP1787,Salary account opened at Nariman Point Mumbai but welcome kit not received.,Account Opening,Frustrated,Critical,Branch Visit,Nariman Point Mumbai,Escalated,,2024-12-24,,False,
CMP1788,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Angry,Medium,Web Portal,Connaught Place Delhi,Escalated,,2023-05-15,,False,
CMP1789,Grievance redressal officer is not responding to my escalated complaint.,Customer Service,Disappointed,Low,Branch Visit,Nariman Point Mumbai,Escalated,,2023-06-05,,False,
CMP1790,Submitted Aadhaar and PAN at Hazratganj Lucknow but KYC is still pending.,KYC / Documentation,Disappointed,High,Branch Visit,Hazratganj Lucknow,In Progress,,2023-12-28,,False,
CMP1791,Staff at Nariman Point Mumbai were very rude when I went to update my passbook.,Customer Service,Angry,High,Email,Nariman Point Mumbai,Open,,2023-11-09,,False,
CMP1792,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Disappointed,Medium,Social Media,MG Road Bangalore,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2024-06-16,3.0,False,
CMP1793,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Neutral,Low,Web Portal,Nariman Point Mumbai,Open,,2024-11-09,,False,
CMP1794,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Frustrated,High,Mobile App,Malviya Nagar Jaipur,Open,,2024-08-15,,False,
